,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,[0.],[2.3841858e-07],[0.],[0.00986505],[4.1514635e-05],[2.9802322e-08],[2.1755695e-06],[4.7683716e-07],[0.],[0.],[0.001847],[4.4703484e-07],[4.172325e-07],[1.7881393e-07],[0.],[0.],[0.],[0.00057259],[3.2782555e-07],[0.29305685],[5.066395e-07],[6.854534e-07],[4.4703484e-07],[3.5762787e-07],[0.],[0.00219724],[0.],[2.8014183e-05],[0.22507825],[4.4703484e-07],[5.6922436e-06],[2.5629997e-06],[5.9604645e-08],[0.01299882],[5.4836273e-06],[9.23872e-07],[1.7881393e-07],[4.1753054e-05],[7.638335e-05],[0.0003368],[0.],[8.046627e-07],[2.3841858e-07],[3.784895e-06],[0.00080878],[0.],[0.54682887],[0.],[2.3394823e-05],[7.9602e-05],[0.],[1.4513731e-05],[5.6028366e-06],[0.23589954],[0.],[0.],[1.4990568e-05],[0.],[0.00074363],[1.1920929e-07],[2.0861626e-07],[0.],[0.],[7.2836876e-05]
11,[0.],[0.],[0.],[0.],[6.502867e-05],[0.],[0.],[0.517143],[0.],[0.],[2.9802322e-07],[0.40834945],[0.46339354],[0.],[0.],[0.],[0.],[3.874302e-07],[0.4017428],[0.],[0.3649932],[0.17635116],[0.47772664],[0.36372054],[0.],[3.2782555e-07],[0.],[0.],[0.],[0.51141906],[0.],[0.01571634],[0.],[8.940697e-08],[0.],[0.],[0.],[0.00016767],[8.183718e-05],[2.682209e-07],[0.],[0.1186243],[0.],[0.00873333],[1.4603138e-06],[0.],[0.],[0.],[0.],[4.848838e-05],[0.],[0.00083098],[0.00819325],[0.],[0.],[0.],[0.0016388],[0.],[2.3841858e-07],[0.],[0.],[0.],[0.],[0.]
12,[0.],[0.],[0.],[0.],[4.824996e-05],[0.],[0.],[0.3745026],[0.],[0.],[2.0861626e-07],[0.24381685],[0.45030436],[0.],[0.],[0.],[0.],[2.9802322e-07],[0.52088547],[0.],[0.21007612],[0.13558105],[0.29736817],[0.48867306],[0.],[2.9802322e-07],[0.],[0.],[0.],[0.32628733],[0.],[0.01183581],[0.],[8.940697e-08],[0.],[0.],[0.],[0.00012416],[6.067753e-05],[1.4901161e-07],[0.],[0.09066042],[0.],[0.00657344],[1.0728836e-06],[0.],[0.],[0.],[0.],[3.5881996e-05],[0.],[0.00061575],[0.00608227],[0.],[0.],[0.],[0.00121444],[0.],[1.1920929e-07],[0.],[0.],[0.],[0.],[0.]
13,[1.7881393e-07],[0.58348256],[0.00091225],[5.2273273e-05],[2.9802322e-08],[0.6233927],[0.05665544],[0.],[0.00326753],[0.01247063],[6.556511e-07],[0.],[0.],[0.7326258],[1.1920929e-07],[4.172325e-07],[0.],[2.3841858e-07],[0.],[3.0308962e-05],[0.],[0.],[0.],[0.],[0.01225775],[7.748604e-07],[0.00658152],[0.0028685],[1.1920929e-05],[0.],[0.01506287],[0.],[0.306121],[2.2351742e-06],[0.01356292],[0.28289688],[0.6677487],[2.9802322e-08],[0.],[1.1920929e-07],[7.748604e-07],[0.],[0.53658986],[0.],[2.682209e-07],[0.02900147],[1.1742115e-05],[6.529689e-05],[0.00301763],[8.940697e-08],[0.00044471],[0.],[0.],[2.8401613e-05],[0.00016105],[1.3411045e-06],[0.],[0.00015259],[2.3841858e-07],[0.20766169],[0.4811948],[0.05886415],[0.0003317],[0.0008601]
14,[0.],[0.],[0.],[0.],[0.5570347],[0.],[0.],[0.00175476],[0.],[0.],[0.000458],[0.00212213],[0.00159916],[0.],[0.],[0.],[0.],[0.00067624],[0.00146163],[6.854534e-07],[0.00208673],[0.00270262],[0.00187504],[0.00134149],[0.],[0.00059986],[0.],[0.],[1.1920929e-07],[0.00188613],[0.],[0.0104107],[0.],[7.6413155e-05],[0.],[0.],[0.],[0.3574549],[0.5324168],[0.00049317],[0.],[0.00339505],[0.],[0.01488355],[0.00220197],[0.],[2.6226044e-06],[0.],[0.],[0.38464904],[0.],[0.05456617],[0.02177602],[4.172325e-07],[0.],[0.],[0.05640686],[0.],[0.00021207],[0.],[0.],[0.],[0.],[0.]
15,[0.],[0.],[0.],[4.4703484e-07],[0.00529027],[0.],[0.],[4.720688e-05],[0.],[0.],[0.0690679],[5.6028366e-05],[4.3094158e-05],[0.],[0.],[0.],[0.],[0.4899091],[3.913045e-05],[5.90086e-06],[5.581975e-05],[7.343292e-05],[5.00679e-05],[3.5583973e-05],[0.],[0.0634647],[0.],[0.],[8.34465e-07],[5.1766634e-05],[0.],[0.00027025],[0.],[0.00130755],[0.],[0.],[0.],[0.00449887],[0.00846255],[0.5996163],[0.],[8.833408e-05],[0.],[0.00035796],[0.62128633],[0.],[2.1100044e-05],[0.],[0.],[0.0133898],[0.],[0.00157383],[0.00062361],[3.8146973e-06],[0.],[0.],[0.00167286],[0.],[0.12624884],[0.],[0.],[0.],[0.],[1.1920929e-07]
16,[0.],[0.],[0.],[0.],[0.00047141],[0.],[0.],[0.11473653],[0.],[0.],[2.1457672e-06],[0.1355457],[0.10562855],[0.],[0.],[0.],[0.],[3.1888485e-06],[0.0974161],[0.],[0.13358343],[0.16653377],[0.12166068],[0.09012097],[0.],[2.8014183e-06],[0.],[0.],[0.],[0.12228957],[0.],[0.15218818],[0.],[3.2782555e-07],[0.],[0.],[0.],[0.00121304],[0.00059226],[1.9669533e-06],[0.],[0.20700705],[0.],[0.06127822],[1.0579824e-05],[0.],[0.],[0.],[0.],[0.00035062],[0.],[0.00599054],[0.05647796],[0.],[0.],[0.],[0.01172441],[0.],[8.046627e-07],[0.],[0.],[0.],[0.],[0.]
17,[0.],[0.],[0.],[0.],[5.13196e-05],[0.],[0.],[0.43025178],[0.],[0.],[2.3841858e-07],[0.28712708],[0.5081701],[0.],[0.],[0.],[0.],[3.2782555e-07],[0.4926285],[0.],[0.25117752],[0.1429222],[0.34802368],[0.4525107],[0.],[2.9802322e-07],[0.],[0.],[0.],[0.3792104],[0.],[0.0125936],[0.],[8.940697e-08],[0.],[0.],[0.],[0.00013202],[6.443262e-05],[2.0861626e-07],[0.],[0.0958389],[0.],[0.00690785],[1.1622906e-06],[0.],[0.],[0.],[0.],[3.8087368e-05],[0.],[0.00065458],[0.00646397],[0.],[0.],[0.],[0.00129107],[0.],[1.1920929e-07],[0.],[0.],[0.],[0.],[0.]
18,[0.],[0.],[0.],[0.],[0.0050208],[0.],[0.],[0.01253158],[0.],[0.],[2.3514032e-05],[0.01512092],[0.01143196],[0.],[0.],[0.],[0.],[3.4719706e-05],[0.01045755],[0.],[0.01487201],[0.019189],[0.01338106],[0.00960508],[0.],[3.08156e-05],[0.],[0.],[0.],[0.01345879],[0.],[0.07058957],[0.],[3.963709e-06],[0.],[0.],[0.],[0.0128271],[0.00630045],[2.425909e-05],[0.],[0.02400377],[0.],[0.12730011],[0.00011328],[0.],[1.1920929e-07],[0.],[0.],[0.00373906],[0.],[0.24927989],[0.1939202],[2.9802322e-08],[0.],[0.],[0.3804202],[0.],[1.0222197e-05],[0.],[0.],[0.],[0.],[0.]
19,[0.],[0.],[0.],[1.66893e-06],[0.00102991],[0.],[0.],[1.0818243e-05],[0.],[0.],[0.6397635],[1.2814999e-05],[9.894371e-06],[0.],[0.],[0.],[0.],[0.2813211],[8.881092e-06],[2.3275614e-05],[1.2785196e-05],[1.6838312e-05],[1.1473894e-05],[8.136034e-06],[0.],[0.615259],[0.],[2.9802322e-08],[3.0398369e-06],[1.1891127e-05],[0.],[6.195903e-05],[0.],[0.06191114],[0.],[0.],[0.],[0.00103354],[0.00209293],[0.18355888],[0.],[2.0235777e-05],[0.],[8.204579e-05],[0.1812728],[0.],[9.804964e-05],[0.],[1.7881393e-07],[0.00224659],[0.],[0.00036076],[0.00014377],[1.5318394e-05],[0.],[0.],[0.00040933],[0.],[0.4830665],[0.],[0.],[0.],[0.],[1.7881393e-07]
20,[0.],[0.],[0.],[2.9802322e-08],[0.59292144],[0.],[0.],[0.00150961],[0.],[0.],[0.0003126],[0.00182581],[0.00137579],[0.],[0.],[0.],[0.],[0.0004614],[0.00125742],[4.4703484e-07],[0.00179526],[0.00232536],[0.00161308],[0.00115404],[0.],[0.00040928],[0.],[0.],[0.],[0.00162265],[0.],[0.00896719],[0.],[5.2124262e-05],[0.],[0.],[0.],[0.4000374],[0.5067703],[0.00033653],[0.],[0.00292146],[0.],[0.01282793],[0.0015032],[0.],[1.8179417e-06],[0.],[0.],[0.36063063],[0.],[0.05457163],[0.01878658],[2.9802322e-07],[0.],[0.],[0.04890093],[0.],[0.00014928],[0.],[0.],[0.],[0.],[0.]
21,[0.],[4.4703484e-07],[0.],[0.01164609],[5.6236982e-05],[1.4901161e-07],[4.5001507e-06],[5.662441e-07],[0.],[0.],[0.00250301],[7.1525574e-07],[5.066395e-07],[2.0861626e-07],[0.],[0.],[0.],[0.00077629],[4.7683716e-07],[0.32897905],[7.4505806e-07],[8.046627e-07],[6.2584877e-07],[4.4703484e-07],[0.],[0.00297728],[0.],[3.311038e-05],[0.25568163],[6.854534e-07],[1.1891127e-05],[3.5464764e-06],[1.1920929e-07],[0.00936639],[1.1473894e-05],[1.937151e-06],[3.874302e-07],[5.6535006e-05],[0.00010365],[0.0004566],[0.],[1.1026859e-06],[5.066395e-07],[5.155802e-06],[0.00109643],[0.],[0.46417886],[0.],[4.8846006e-05],[0.00010788],[0.],[1.963973e-05],[7.599592e-06],[0.26746643],[0.],[0.],[2.0354986e-05],[0.],[0.00100815],[0.],[5.662441e-07],[0.],[0.],[8.612871e-05]
22,[0.6481512],[4.887581e-06],[0.0037787],[1.4901161e-07],[0.],[2.0563602e-05],[1.4603138e-06],[0.],[0.00150594],[0.00061372],[0.],[0.],[0.],[8.523464e-06],[0.6114489],[0.45391902],[0.00431624],[0.],[0.],[8.940697e-08],[0.],[0.],[0.],[0.],[0.00061122],[0.],[0.00097999],[1.7881393e-07],[2.9802322e-08],[0.],[8.6426735e-07],[0.],[5.1885843e-05],[0.],[7.1525574e-07],[4.6491623e-06],[6.1392784e-06],[0.],[0.],[0.],[0.3477381],[0.],[4.4107437e-06],[0.],[0.],[0.00031099],[0.],[0.02425146],[5.662441e-07],[0.],[0.00612012],[0.],[0.],[2.9802322e-08],[0.01260811],[0.25491077],[0.],[0.01332524],[0.],[6.377697e-05],[3.6656857e-06],[0.00019622],[0.00805137],[2.9802322e-07]
23,[0.],[0.],[0.],[4.3213367e-06],[0.00440153],[0.],[2.9802322e-08],[4.7028065e-05],[0.],[0.],[0.3644941],[5.6892633e-05],[4.2885542e-05],[0.],[0.],[0.],[0.],[0.49779496],[3.9190054e-05],[4.1753054e-05],[5.596876e-05],[7.247925e-05],[5.030632e-05],[3.59118e-05],[0.],[0.35228524],[0.],[1.4901161e-07],[7.56979e-06],[5.0634146e-05],[8.940697e-08],[0.00028139],[0.],[0.01002029],[8.940697e-08],[0.],[0.],[0.00442365],[0.00807893],[0.433959],[0.],[9.1165304e-05],[0.],[0.00040394],[0.33430204],[0.],[0.00016397],[0.],[2.0861626e-07],[0.00841087],[0.],[0.00154155],[0.00059515],[2.7477741e-05],[0.],[0.],[0.00159654],[0.],[0.5975005],[0.],[0.],[0.],[0.],[3.874302e-07]
24,[0.],[0.08717167],[2.592802e-06],[0.00158215],[1.7881393e-07],[0.00478691],[0.7073303],[0.],[9.387732e-06],[3.620982e-05],[5.3942204e-06],[0.],[0.],[0.01562345],[0.],[2.9802322e-08],[0.],[1.6093254e-06],[0.],[0.00023529],[0.],[0.],[0.],[0.],[3.555417e-05],[6.4074993e-06],[1.8954277e-05],[0.11694127],[0.00021395],[0.],[0.41635102],[0.],[0.00126234],[1.809001e-05],[0.38760665],[0.29561868],[0.05074912],[1.1920929e-07],[2.0861626e-07],[9.834766e-07],[0.],[0.],[0.11218354],[0.],[2.3245811e-06],[9.047985e-05],[9.098649e-05],[1.7881393e-07],[0.12229607],[2.0861626e-07],[1.2218952e-06],[2.9802322e-08],[0.],[0.00022051],[4.4703484e-07],[2.9802322e-08],[8.940697e-08],[3.874302e-07],[2.2053719e-06],[0.00075036],[0.15633184],[0.00017917],[9.23872e-07],[0.04651946]
25,[0.02009624],[0.00047785],[0.42586488],[1.013279e-06],[0.],[0.00401306],[2.0503998e-05],[0.],[0.22776598],[0.10721183],[0.],[0.],[0.],[0.00160205],[0.02222323],[0.06814191],[1.5795231e-06],[0.],[0.],[4.4703484e-07],[0.],[0.],[0.],[0.],[0.10682639],[0.],[0.1609549],[3.1590462e-06],[1.7881393e-07],[0.],[1.1861324e-05],[0.],[0.0100446],[0.],[1.0222197e-05],[0.00013462],[0.00068542],[0.],[0.],[0.],[0.12868321],[0.],[0.000395],[0.],[0.],[0.05733934],[2.0861626e-07],[0.7673118],[7.897615e-06],[0.],[0.54631615],[0.],[0.],[4.172325e-07],[0.71404606],[0.20311046],[0.],[0.725351],[0.],[0.01231325],[0.00031644],[0.03695169],[0.61349124],[4.23193e-06]
26,[0.],[0.],[0.],[0.],[4.87566e-05],[0.],[0.],[0.4035291],[0.],[0.],[1.7881393e-07],[0.26515675],[0.480691],[0.],[0.],[0.],[0.],[3.5762787e-07],[0.5116461],[0.],[0.23106632],[0.1367645],[0.32350826],[0.4714186],[0.],[2.9802322e-07],[0.],[0.],[0.],[0.3536899],[0.],[0.01192442],[0.],[0.],[0.],[0.],[0.],[0.00012547],[6.124377e-05],[2.0861626e-07],[0.],[0.09149325],[0.],[0.00657704],[1.1026859e-06],[0.],[0.],[0.],[0.],[3.620982e-05],[0.],[0.00062189],[0.0061433],[0.],[0.],[0.],[0.00122678],[0.],[5.9604645e-08],[0.],[0.],[0.],[0.],[0.]
27,[0.],[0.],[0.],[0.],[0.0009689],[0.],[0.],[0.02781841],[0.],[0.],[4.6789646e-06],[0.032024],[0.02523059],[0.],[0.],[0.],[0.],[6.7949295e-06],[0.02310923],[0.],[0.03260124],[0.04176933],[0.02896386],[0.02104595],[0.],[5.841255e-06],[0.],[0.],[0.],[0.02999404],[0.],[0.35407165],[0.],[7.748604e-07],[0.],[0.],[0.],[0.0024884],[0.00129071],[4.0233135e-06],[0.],[0.05009595],[0.],[0.52561426],[2.30968e-05],[0.],[2.9802322e-08],[0.],[0.],[0.00076437],[0.],[0.01277652],[0.43545762],[0.],[0.],[0.],[0.0252834],[0.],[1.66893e-06],[0.],[0.],[0.],[0.],[0.]
28,[4.4703484e-07],[0.33160722],[0.00370455],[4.979968e-05],[0.],[0.73257464],[0.02082705],[0.],[0.01317468],[0.04891205],[4.4703484e-07],[0.],[0.],[0.6247967],[4.4703484e-07],[1.6093254e-06],[0.],[1.1920929e-07],[0.],[2.259016e-05],[0.],[0.],[0.],[0.],[0.04810742],[5.662441e-07],[0.02627146],[0.00101778],[1.0967255e-05],[0.],[0.00545827],[0.],[0.6424303],[1.6987324e-06],[0.00484577],[0.1225878],[0.41581157],[0.],[2.9802322e-08],[1.4901161e-07],[3.2782555e-06],[0.],[0.29082304],[0.],[1.7881393e-07],[0.11395636],[8.672476e-06],[0.00026602],[0.00107083],[0.],[0.00180867],[0.],[0.],[2.1129847e-05],[0.00065538],[5.6922436e-06],[0.],[0.00062102],[1.7881393e-07],[0.5162859],[0.24726218],[0.2030063],[0.00134912],[0.00037524]
29,[0.01178584],[0.00066668],[0.50862277],[1.3113022e-06],[0.],[0.00559121],[2.8580427e-05],[0.],[0.29157814],[0.14352629],[0.],[0.],[0.],[0.00223425],[0.01304492],[0.04079008],[8.6426735e-07],[0.],[0.],[5.662441e-07],[0.],[0.],[0.],[0.],[0.14303133],[5.9604645e-08],[0.21116737],[3.963709e-06],[2.682209e-07],[0.],[1.4841557e-05],[0.],[0.01396149],[8.940697e-08],[1.2844801e-05],[0.0001879],[0.00095624],[0.],[0.],[0.],[0.07909307],[0.],[0.00055116],[0.],[0.],[0.07824162],[1.7881393e-07],[0.76964504],[9.894371e-06],[0.],[0.6269218],[0.],[0.],[5.066395e-07],[0.7576122],[0.12908787],[0.],[0.75954175],[0.],[0.01709959],[0.00044152],[0.05082256],[0.6889572],[5.3048134e-06]
30,[0.7068964],[5.722046e-06],[0.00494149],[5.9604645e-08],[0.],[2.69413e-05],[1.6987324e-06],[0.],[0.00197074],[0.00080335],[0.],[0.],[0.],[1.0728836e-05],[0.6732325],[0.52113426],[0.00280362],[0.],[0.],[8.940697e-08],[0.],[0.],[0.],[0.],[0.00080004],[0.],[0.00128266],[2.0861626e-07],[2.9802322e-08],[0.],[1.013279e-06],[0.],[6.79791e-05],[0.],[9.23872e-07],[5.6624413e-06],[7.301569e-06],[0.],[0.],[0.],[0.4110657],[0.],[5.364418e-06],[0.],[0.],[0.00040707],[0.],[0.03151426],[6.854534e-07],[0.],[0.00799733],[0.],[0.],[8.940697e-08],[0.01644278],[0.30935106],[0.],[0.01737407],[0.],[8.3476305e-05],[4.351139e-06],[0.00025687],[0.01051491],[3.5762787e-07]
31,[0.],[0.],[0.],[0.],[0.00204703],[0.],[0.],[0.02779946],[0.],[0.],[9.596348e-06],[0.03343695],[0.02539483],[0.],[0.],[0.],[0.],[1.4156103e-05],[0.02325815],[0.],[0.03289658],[0.04222128],[0.02965286],[0.02138484],[0.],[1.2516975e-05],[0.],[0.],[0.],[0.02982226],[0.],[0.24743173],[0.],[1.5199184e-06],[0.],[0.],[0.],[0.00525421],[0.00257078],[9.894371e-06],[0.],[0.05250585],[0.],[0.4178257],[4.6133995e-05],[0.],[1.7881393e-07],[0.],[0.],[0.00152332],[0.],[0.02902207],[0.5420509],[0.],[0.],[0.],[0.05237371],[0.],[4.1127205e-06],[0.],[0.],[0.],[0.],[0.]
32,[0.],[0.],[0.],[1.1622906e-06],[0.00560194],[0.],[0.],[5.9902668e-05],[0.],[0.],[0.10161895],[7.2449446e-05],[5.4597855e-05],[0.],[0.],[0.],[0.],[0.59538007],[4.9889088e-05],[1.2904406e-05],[7.125735e-05],[9.23872e-05],[6.404519e-05],[4.5835972e-05],[0.],[0.09687302],[0.],[0.],[2.115965e-06],[6.443262e-05],[0.],[0.00035849],[0.],[0.0019922],[5.9604645e-08],[0.],[0.],[0.00563002],[0.01027182],[0.65513545],[0.],[0.00011611],[0.],[0.00051472],[0.60821176],[0.],[5.0723553e-05],[0.],[5.9604645e-08],[0.01069301],[0.],[0.00196362],[0.00075823],[8.493662e-06],[0.],[0.],[0.00203359],[0.],[0.20374018],[0.],[0.],[0.],[0.],[1.7881393e-07]
