,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,[3.7550926e-06],[1.7881393e-07],[0.],[1.3381243e-05],[0.00166029],[2.0861626e-07],[0.6951997],[8.940697e-08],[0.00031069],[0.],[7.787347e-05],[0.],[0.],[1.2516975e-06],[0.00356215],[0.4156079],[9.909272e-05],[8.940697e-08],[1.4901161e-07],[5.9604645e-08],[0.],[0.],[0.2744665],[0.10928565],[1.1920929e-07],[3.4481287e-05],[7.766485e-05],[0.06582144],[0.6849837],[2.9802322e-08],[5.066395e-07],[6.2584877e-07],[0.],[2.5361776e-05],[1.7881393e-07],[0.],[8.940697e-08],[2.682209e-07],[0.],[1.7285347e-06],[1.1920929e-07],[8.940697e-08],[8.940697e-08],[0.00011724],[0.00534332],[0.5884853],[0.02865261],[0.],[5.2452087e-06],[0.],[2.9802322e-08],[3.874302e-07],[3.0100346e-06],[1.7881393e-07],[0.],[0.00045091],[0.],[5.9604645e-08],[0.],[9.533763e-05],[0.10750601],[0.],[0.],[3.4868717e-06]
11,[0.00771922],[0.],[0.],[0.],[0.],[0.],[0.],[0.00570112],[0.],[0.],[1.1742115e-05],[0.00309372],[0.00248075],[0.],[5.662441e-07],[0.],[1.3560057e-05],[0.02144504],[0.18717137],[0.01622134],[0.00963509],[0.00320107],[0.],[0.],[0.],[0.],[0.],[5.9604645e-08],[0.],[0.00781465],[0.],[0.5178596],[0.],[3.0398369e-06],[0.],[0.00299636],[0.],[0.23626283],[0.0032317],[0.],[0.],[0.01152262],[0.],[7.1525574e-07],[2.3841858e-07],[0.],[1.7881393e-07],[0.],[9.2059374e-05],[0.00316826],[0.],[0.],[0.03908437],[0.0467627],[0.],[0.],[0.00486353],[0.],[0.],[0.],[0.],[0.],[0.],[0.00356403]
12,[0.00027552],[0.],[0.],[0.],[0.],[0.],[0.],[0.19301],[0.],[0.],[3.874302e-07],[0.11461228],[0.09398583],[0.],[2.9802322e-08],[0.],[4.4703484e-07],[0.06787959],[0.00482246],[0.08682534],[0.38423157],[0.11813131],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.45762178],[0.],[0.00386959],[0.],[1.1920929e-07],[0.],[0.11139664],[0.],[0.00770137],[0.11912939],[0.],[0.],[0.53804797],[0.],[2.9802322e-08],[0.],[0.],[0.],[0.],[3.5464764e-06],[0.11705688],[0.],[0.],[0.00080729],[0.02116016],[0.],[0.],[0.16934094],[0.],[0.],[0.],[0.],[0.],[0.],[0.00013608]
13,[0.],[0.33890587],[0.0009788],[0.02770579],[0.00102377],[0.52730817],[2.3126602e-05],[0.],[0.0025841],[0.7491677],[1.1920929e-07],[0.],[0.],[0.11111164],[2.1755695e-06],[1.1026859e-05],[1.4901161e-07],[0.],[0.],[0.],[0.],[0.],[5.7816505e-06],[4.810095e-05],[0.70868325],[0.01534247],[0.00546753],[6.3180923e-06],[3.5196543e-05],[0.],[0.24469054],[0.],[0.03078565],[5.9604645e-08],[0.36549205],[0.],[0.7527102],[0.],[0.],[0.09112909],[0.75069165],[0.],[0.67223036],[2.682209e-07],[1.4901161e-06],[1.4126301e-05],[4.708767e-06],[0.00084436],[0.],[0.],[0.5915169],[0.25448245],[0.],[0.],[0.07561374],[0.00200388],[0.],[0.74191225],[0.12433609],[0.00518155],[4.529953e-05],[0.08448347],[0.00016701],[0.]
14,[1.4066696e-05],[5.9604645e-08],[0.],[2.3841858e-07],[1.0728836e-05],[0.],[0.03087959],[2.0861626e-07],[2.026558e-06],[0.],[0.00028291],[0.],[2.9802322e-08],[2.3841858e-07],[0.08422267],[0.24016595],[0.00035971],[2.9802322e-07],[6.2584877e-07],[1.7881393e-07],[1.1920929e-07],[1.1920929e-07],[0.4377233],[0.00078705],[0.],[3.2782555e-07],[2.4437904e-06],[0.6444638],[0.01733464],[1.1920929e-07],[0.],[2.3245811e-06],[0.],[0.00018904],[2.9802322e-08],[2.9802322e-08],[0.],[1.1026859e-06],[0.],[1.1920929e-07],[0.],[1.1920929e-07],[0.],[0.00231642],[0.09441775],[0.04792142],[0.41291022],[0.],[1.9222498e-05],[8.940697e-08],[0.],[2.9802322e-08],[1.0967255e-05],[4.7683716e-07],[0.],[2.8908253e-06],[1.7881393e-07],[0.],[0.],[9.536743e-07],[0.00077054],[0.],[0.],[1.2397766e-05]
15,[1.1622906e-06],[2.3752451e-05],[0.],[0.00162885],[0.17844036],[5.9604645e-06],[0.10705844],[0.],[0.04311186],[8.6426735e-07],[2.7894974e-05],[0.],[0.],[0.00013661],[0.0004023],[0.02690947],[2.8729439e-05],[0.],[8.940697e-08],[0.],[0.],[0.],[0.01624742],[0.6779793],[2.115965e-06],[0.00369981],[0.00829354],[0.00273225],[0.1610713],[0.],[3.5375357e-05],[1.4901161e-07],[8.940697e-08],[1.1742115e-05],[1.9490719e-05],[0.],[7.4505806e-07],[1.4901161e-07],[0.],[0.00020367],[5.066395e-07],[0.],[3.33786e-06],[4.4703484e-05],[0.00027886],[0.07900581],[0.00114566],[0.],[2.3841858e-06],[0.],[2.0861626e-07],[3.6656857e-05],[7.748604e-07],[8.940697e-08],[1.4901161e-07],[0.05574876],[0.],[1.5497208e-06],[1.4901161e-07],[0.01242977],[0.6457839],[1.4901161e-07],[0.],[1.1920929e-06]
16,[5.9604645e-08],[0.01708937],[5.9604645e-08],[0.56676525],[0.32486168],[0.0047268],[0.00150809],[0.],[0.51354045],[0.00069803],[1.9669533e-06],[0.],[0.],[0.10407329],[3.5732985e-05],[0.00034815],[2.5331974e-06],[0.],[0.],[0.],[0.],[0.],[0.00020328],[0.02140683],[0.00182122],[0.74690115],[0.7083688],[0.00010213],[0.00241286],[0.],[0.02915213],[0.],[3.0994415e-06],[6.2584877e-07],[0.01461256],[0.],[0.00062141],[0.],[0.],[0.14760324],[0.00044435],[0.],[0.00222647],[2.503395e-06],[2.4825335e-05],[0.00076807],[7.495284e-05],[5.9604645e-08],[1.1920929e-07],[0.],[0.00013214],[0.02996099],[5.9604645e-08],[0.],[7.390976e-06],[0.484583],[0.],[0.00127134],[1.3947487e-05],[0.70674914],[0.02016187],[8.702278e-06],[5.9604645e-08],[8.940697e-08]
17,[9.056926e-05],[0.],[0.],[0.],[0.],[0.],[0.],[0.42477423],[0.],[0.],[8.940697e-08],[0.27362573],[0.21903017],[0.],[0.],[0.],[1.4901161e-07],[0.02238792],[0.0016959],[0.02092621],[0.161407],[0.329983],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.10359091],[0.],[0.00127485],[0.],[8.940697e-08],[0.],[0.25260833],[0.],[0.00254393],[0.3167426],[0.],[0.],[0.1041669],[0.],[0.],[0.],[0.],[0.],[0.],[1.1920929e-06],[0.26035953],[0.],[0.],[0.00026551],[0.00755733],[0.],[0.],[0.5242555],[0.],[0.],[0.],[0.],[0.],[0.],[4.6521425e-05]
18,[5.441904e-05],[0.],[0.],[0.],[0.],[0.],[0.],[0.16780233],[0.],[0.],[1.4901161e-07],[0.4972379],[0.3464417],[0.],[0.],[0.],[1.1920929e-07],[0.01358104],[0.00100553],[0.01249507],[0.10371515],[0.5194878],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.06138545],[0.],[0.00076681],[0.],[0.],[0.],[0.47016215],[0.],[0.00153098],[0.5280481],[0.],[0.],[0.06534031],[0.],[0.],[0.],[0.],[0.],[0.],[7.1525574e-07],[0.4787069],[0.],[0.],[0.00015965],[0.00448716],[0.],[0.],[0.20039302],[0.],[0.],[0.],[0.],[0.],[0.],[2.7924776e-05]
19,[5.9604645e-08],[0.11588177],[5.662441e-07],[0.73780966],[0.12127259],[0.03219616],[0.00036833],[0.],[0.25864357],[0.00478953],[1.6987324e-06],[0.],[0.],[0.42986125],[2.515316e-05],[0.00012538],[1.7881393e-06],[0.],[0.],[0.],[0.],[0.],[6.660819e-05],[0.00642857],[0.01170355],[0.67723966],[0.42539656],[7.215142e-05],[0.00058973],[0.],[0.16310644],[0.],[2.0176172e-05],[7.4505806e-07],[0.09704763],[0.],[0.00403371],[0.],[0.],[0.52917236],[0.00290242],[0.],[0.01819363],[3.2782555e-06],[1.7493963e-05],[0.00026354],[5.2928925e-05],[5.066395e-07],[1.4901161e-07],[0.],[0.00091863],[0.16818261],[2.9802322e-08],[0.],[5.2005053e-05],[0.21284431],[0.],[0.00870308],[9.0152025e-05],[0.41225043],[0.0055716],[5.865097e-05],[1.1920929e-07],[5.9604645e-08]
20,[0.00019333],[0.],[0.],[0.],[0.],[0.],[0.],[0.37051886],[0.],[0.],[2.3841858e-07],[0.18477362],[0.15569836],[0.],[0.],[0.],[3.5762787e-07],[0.04659802],[0.00372219],[0.0449917],[0.46793255],[0.19350526],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.3547733],[0.],[0.00271696],[0.],[8.940697e-08],[0.],[0.180893],[0.],[0.00541365],[0.19593132],[0.],[0.],[0.2720366],[0.],[5.9604645e-08],[0.],[0.],[0.],[0.],[2.682209e-06],[0.18795341],[0.],[0.],[0.00056633],[0.01603186],[0.],[0.],[0.3146135],[0.],[0.],[0.],[0.],[0.],[0.],[9.9390745e-05]
21,[0.2721489],[0.],[0.],[0.],[0.],[0.],[0.],[0.0011006],[0.],[0.],[3.552437e-05],[0.00059596],[0.00047764],[0.],[1.758337e-06],[5.9604645e-08],[4.0769577e-05],[0.00419715],[0.01572564],[0.00315845],[0.00186601],[0.00061676],[2.9802322e-08],[0.],[0.],[0.],[0.],[2.0861626e-07],[0.],[0.00151116],[0.],[0.07417116],[0.],[9.268522e-06],[0.],[0.00057709],[0.],[0.02107185],[0.0006226],[0.],[0.],[0.00223503],[0.],[2.3543835e-06],[6.2584877e-07],[0.],[3.5762787e-07],[0.],[0.0011273],[0.00061032],[0.],[0.],[0.58907706],[0.00654951],[0.],[0.],[0.00093824],[0.],[0.],[0.],[0.],[0.],[0.],[0.13833767]
22,[0.00157097],[0.],[0.],[1.4901161e-07],[2.0861626e-07],[0.],[4.4077635e-05],[1.0162592e-05],[1.1920929e-07],[0.],[0.15252808],[5.3346157e-06],[4.3213367e-06],[2.9802322e-08],[0.02115357],[0.00010115],[0.15694422],[3.927946e-05],[0.00010929],[3.2246113e-05],[1.5765429e-05],[5.632639e-06],[8.833408e-05],[2.2947788e-06],[0.],[2.9802322e-08],[2.682209e-07],[0.00076717],[4.1246414e-05],[1.5169382e-05],[0.],[0.00023448],[0.],[0.17890659],[0.],[5.2154064e-06],[0.],[0.00012887],[5.6922436e-06],[0.],[0.],[1.9073486e-05],[0.],[0.63890266],[0.01569602],[3.656745e-05],[0.00146461],[0.],[0.00327832],[5.453825e-06],[0.],[0.],[0.00110322],[6.4373016e-05],[0.],[2.682209e-07],[8.672476e-06],[0.],[0.],[2.0861626e-07],[4.1127205e-06],[0.],[0.],[0.00162795]
23,[4.9501657e-05],[0.],[0.],[0.],[0.],[0.],[0.],[0.15514585],[0.],[0.],[8.940697e-08],[0.5228467],[0.36999968],[0.],[0.],[0.],[8.940697e-08],[0.01238358],[0.00092649],[0.0115371],[0.0953387],[0.48620933],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.05686527],[0.],[0.00069845],[0.],[5.9604645e-08],[0.],[0.4957515],[0.],[0.00139445],[0.5009247],[0.],[0.],[0.05985615],[0.],[0.],[0.],[0.],[0.],[0.],[6.2584877e-07],[0.50431865],[0.],[0.],[0.00014535],[0.00414112],[0.],[0.],[0.17990267],[0.],[0.],[0.],[0.],[0.],[0.],[2.5510788e-05]
24,[0.],[0.0008069],[0.7676338],[4.4941902e-05],[3.7252903e-06],[0.00175416],[8.6426735e-07],[0.],[7.599592e-06],[0.00765216],[0.],[0.],[0.],[0.00019687],[2.0861626e-07],[3.874302e-07],[0.],[0.],[0.],[0.],[0.],[0.],[2.0861626e-07],[1.1920929e-06],[0.0038175],[2.4497509e-05],[2.4527311e-05],[2.0861626e-07],[1.2218952e-06],[0.],[0.00051004],[0.],[0.23853439],[0.],[0.00090656],[0.],[0.0088158],[0.],[0.],[0.00015798],[0.01029211],[0.],[0.00322032],[0.],[5.9604645e-08],[4.4703484e-07],[1.7881393e-07],[0.76982665],[0.],[0.],[0.02466038],[0.00053746],[0.],[0.],[0.15187314],[7.95722e-06],[0.],[0.00499883],[0.10967693],[1.4990568e-05],[1.7285347e-06],[0.14489508],[0.7396363],[0.]
25,[2.9802322e-08],[0.5250423],[5.3048134e-06],[0.44271538],[0.02777776],[0.21910188],[0.00016811],[0.],[0.06736135],[0.03900635],[1.1026859e-06],[0.],[0.],[0.71467686],[1.6152859e-05],[7.998943e-05],[1.1026859e-06],[0.],[0.],[0.],[0.],[0.],[4.2438507e-05],[0.00133774],[0.0908069],[0.3028422],[0.13289818],[4.5984983e-05],[0.00025478],[0.],[0.62174916],[0.],[0.00017011],[4.4703484e-07],[0.47547102],[0.],[0.03302991],[0.],[0.],[0.7147543],[0.02396169],[0.],[0.13516408],[2.1457672e-06],[1.1146069e-05],[0.00010252],[3.3795834e-05],[4.5597553e-06],[1.4901161e-07],[0.],[0.00769565],[0.630348],[2.9802322e-08],[0.],[0.00043792],[0.05301142],[0.],[0.06894207],[0.00075987],[0.12679645],[0.00115862],[0.000494],[9.23872e-07],[8.940697e-08]
26,[0.],[0.00760731],[0.3317893],[0.00042593],[1.5348196e-05],[0.01640722],[3.2484531e-06],[0.],[3.874302e-05],[0.06820482],[2.9802322e-08],[0.],[0.],[0.00186566],[2.682209e-07],[1.4901161e-06],[5.9604645e-08],[0.],[0.],[0.],[0.],[0.],[8.34465e-07],[4.440546e-06],[0.03509957],[0.00023293],[9.062886e-05],[8.6426735e-07],[4.827976e-06],[0.],[0.00482088],[0.],[0.74301636],[0.],[0.00853983],[0.],[0.07785448],[0.],[0.],[0.00149703],[0.08984429],[0.],[0.0297552],[1.1920929e-07],[1.7881393e-07],[1.9073486e-06],[6.854534e-07],[0.29985458],[0.],[0.],[0.19355181],[0.00507835],[0.],[0.],[0.6296013],[2.9981136e-05],[0.],[0.0455184],[0.5390322],[7.793307e-05],[6.3180923e-06],[0.61663204],[0.07805145],[0.]
27,[0.00261042],[0.],[0.],[0.],[1.7881393e-07],[0.],[9.745359e-06],[1.6957521e-05],[2.9802322e-08],[0.],[0.5250755],[8.85129e-06],[7.212162e-06],[0.],[0.0018611],[2.2411346e-05],[0.53348786],[6.535649e-05],[0.00018173],[5.3703785e-05],[2.6226044e-05],[9.387732e-06],[1.9580126e-05],[5.066395e-07],[0.],[0.],[0.],[0.00017038],[9.179115e-06],[2.5302172e-05],[0.],[0.00039002],[0.],[0.57236856],[0.],[8.583069e-06],[0.],[0.00021434],[9.62615e-06],[0.],[0.],[3.1650066e-05],[0.],[0.14687777],[0.00137392],[8.076429e-06],[0.00032532],[0.],[0.0136345],[9.030104e-06],[0.],[0.],[0.00183371],[0.00010717],[0.],[5.9604645e-08],[1.4454126e-05],[0.],[0.],[2.9802322e-08],[8.6426735e-07],[0.],[0.],[0.00270498]
28,[0.0021455],[0.],[0.],[0.],[5.9604645e-08],[0.],[1.5348196e-05],[1.3947487e-05],[8.940697e-08],[0.],[0.38053733],[7.2419643e-06],[5.930662e-06],[0.],[0.00419721],[3.5226345e-05],[0.38852844],[5.3703785e-05],[0.00014937],[4.4077635e-05],[2.1487474e-05],[7.7188015e-06],[3.07858e-05],[7.748604e-07],[0.],[5.9604645e-08],[1.7881393e-07],[0.00026724],[1.4424324e-05],[2.092123e-05],[0.],[0.00032035],[0.],[0.42650312],[0.],[7.122755e-06],[0.],[0.00017613],[7.8082085e-06],[0.],[0.],[2.5987625e-05],[0.],[0.28015202],[0.00310045],[1.2725592e-05],[0.00051036],[0.],[0.00762191],[7.4505806e-06],[0.],[0.],[0.00150687],[8.806586e-05],[0.],[1.1920929e-07],[1.1861324e-05],[0.],[0.],[5.9604645e-08],[1.4007092e-06],[0.],[0.],[0.00222319]
29,[0.02370936],[0.],[0.],[0.],[0.],[0.],[5.9604645e-07],[0.00015718],[0.],[0.],[0.00612456],[8.228421e-05],[6.696582e-05],[0.],[9.518862e-05],[1.3113022e-06],[0.00578821],[0.00060588],[0.00168395],[0.00049803],[0.00024265],[8.714199e-05],[1.1324883e-06],[8.940697e-08],[0.],[0.],[0.],[1.0311604e-05],[4.4703484e-07],[0.00023463],[0.],[0.00360677],[0.],[0.00834674],[0.],[8.0138445e-05],[0.],[0.00198501],[8.842349e-05],[0.],[0.],[0.00029337],[0.],[0.00020418],[3.555417e-05],[3.874302e-07],[1.9699335e-05],[0.],[0.59427965],[8.401275e-05],[0.],[0.],[0.01675999],[0.00099304],[0.],[0.],[0.00013372],[0.],[0.],[0.],[5.9604645e-08],[0.],[0.],[0.03440613]
30,[0.],[0.7464964],[6.082654e-05],[0.16406536],[0.00700933],[0.747193],[5.093217e-05],[0.],[0.01753134],[0.32004255],[3.2782555e-07],[0.],[0.],[0.46264395],[4.827976e-06],[2.4229288e-05],[3.2782555e-07],[0.],[0.],[0.],[0.],[0.],[1.2904406e-05],[0.00033084],[0.5366455],[0.09691903],[0.03648418],[1.3917685e-05],[7.727742e-05],[0.],[0.6905304],[0.],[0.00196874],[8.940697e-08],[0.7469914],[0.],[0.28371936],[0.],[0.],[0.40849453],[0.221598],[0.],[0.64442396],[6.2584877e-07],[3.33786e-06],[3.1024218e-05],[1.0222197e-05],[5.2541494e-05],[0.],[0.],[0.08251098],[0.7015911],[0.],[0.],[0.00505441],[0.01364133],[0.],[0.46197683],[0.00874105],[0.03463233],[0.00028649],[0.00569826],[1.04010105e-05],[0.]
31,[1.7672777e-05],[8.940697e-08],[0.],[5.066395e-07],[4.6014786e-05],[2.0861626e-07],[0.11691877],[1.4901161e-07],[8.583069e-06],[0.],[0.00035778],[8.940697e-08],[0.],[3.2782555e-07],[0.03497207],[0.54785204],[0.0004487],[3.5762787e-07],[8.34465e-07],[2.682209e-07],[1.4901161e-07],[0.],[0.70380765],[0.00338143],[2.9802322e-08],[9.23872e-07],[6.1392784e-06],[0.4166581],[0.05431902],[1.1920929e-07],[1.7881393e-07],[2.7418137e-06],[0.],[0.00011647],[5.9604645e-08],[8.940697e-08],[2.9802322e-08],[1.3709068e-06],[1.7881393e-07],[4.172325e-07],[5.9604645e-08],[2.0861626e-07],[2.9802322e-08],[0.00131863],[0.05571365],[0.17709535],[0.23019236],[0.],[2.4229288e-05],[5.9604645e-08],[0.],[1.1920929e-07],[1.257658e-05],[5.662441e-07],[0.],[1.2427568e-05],[5.9604645e-08],[2.9802322e-08],[0.],[3.1888485e-06],[0.00331998],[0.],[0.],[1.564622e-05]
