,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,[0.00040749],[4.6491623e-06],[8.940697e-08],[4.8935413e-05],[0.],[7.748604e-07],[3.3974648e-06],[8.940697e-08],[4.082918e-06],[0.00055316],[7.787347e-05],[1.1742115e-05],[3.874302e-07],[1.1920929e-07],[0.00028291],[2.7894974e-05],[1.9669533e-06],[8.940697e-08],[1.4901161e-07],[1.6987324e-06],[2.3841858e-07],[3.552437e-05],[0.15252808],[8.940697e-08],[0.],[1.1026859e-06],[2.9802322e-08],[0.5250755],[0.38053733],[0.00612456],[3.2782555e-07],[0.00035778],[2.682209e-07],[0.00046104],[0.00015745],[0.1760011],[3.874302e-07],[5.9604645e-08],[0.00350246],[1.0848045e-05],[2.0861626e-07],[0.00118667],[2.682209e-07],[5.2452087e-06],[0.62635773],[0.],[0.00612786],[8.940697e-08],[1.9967556e-06],[1.66893e-05],[2.0861626e-07],[5.9604645e-06],[4.3958426e-05],[1.4603138e-06],[2.9802322e-08],[8.940697e-08],[8.940697e-08],[4.4703484e-07],[5.9604645e-08],[0.],[1.3709068e-06],[5.9604645e-08],[0.],[9.948015e-05]
11,[0.00044915],[0.],[0.],[0.],[0.],[0.],[0.],[0.5290482],[0.],[5.9604645e-08],[0.],[0.00309372],[0.11461228],[0.],[0.],[0.],[0.],[0.27362573],[0.4972379],[0.],[0.18477362],[0.00059596],[5.3346157e-06],[0.5228467],[0.],[0.],[0.],[8.85129e-06],[7.2419643e-06],[8.228421e-05],[0.],[8.940697e-08],[0.],[8.922815e-05],[5.9604645e-08],[2.115965e-06],[0.],[0.48269668],[2.0861626e-07],[0.00955451],[0.],[1.1920929e-07],[0.],[0.],[1.0371208e-05],[0.],[5.9604645e-07],[0.],[0.02828169],[0.00407696],[0.],[0.02305365],[0.],[0.03861648],[0.],[0.],[0.5143174],[0.],[0.36747167],[0.],[0.],[0.],[0.],[0.]
12,[0.0003745],[0.],[0.],[0.],[0.],[0.],[0.],[0.3890368],[0.],[5.9604645e-08],[0.],[0.00248075],[0.09398583],[0.],[2.9802322e-08],[0.],[0.],[0.21903017],[0.3464417],[0.],[0.15569836],[0.00047764],[4.3213367e-06],[0.36999968],[0.],[0.],[0.],[7.212162e-06],[5.930662e-06],[6.696582e-05],[0.],[0.],[0.],[7.158518e-05],[2.9802322e-08],[1.6987324e-06],[0.],[0.430632],[2.0861626e-07],[0.00778767],[0.],[1.7881393e-07],[0.],[0.],[8.404255e-06],[0.],[5.066395e-07],[0.],[0.02347204],[0.00331962],[0.],[0.01883796],[0.],[0.03164709],[0.],[0.],[0.40799603],[0.],[0.5035521],[0.],[0.],[0.],[0.],[0.]
13,[0.],[0.0307067],[0.07367951],[3.501773e-05],[0.00600186],[0.65966135],[0.08043495],[0.],[0.03610525],[1.7881393e-07],[1.2516975e-06],[0.],[0.],[0.11111164],[2.3841858e-07],[0.00013661],[0.10407329],[0.],[0.],[0.42986125],[0.],[0.],[2.9802322e-08],[0.],[0.00019687],[0.71467686],[0.00186566],[0.],[0.],[0.],[0.46264392],[3.2782555e-07],[0.3407638],[0.],[3.2484531e-06],[0.],[0.48375392],[0.],[8.940697e-08],[0.],[0.11430737],[1.2814999e-06],[0.3546551],[0.02718002],[0.],[5.5730343e-06],[0.],[0.01346624],[0.],[0.],[0.04916921],[0.],[0.00017402],[0.],[0.00338042],[0.05455124],[0.],[0.6416157],[0.],[1.9341707e-05],[0.5709863],[0.04880184],[0.00377738],[2.503395e-06]
14,[1.7255545e-05],[6.610155e-05],[1.2218952e-06],[0.00070414],[3.874302e-07],[1.0788441e-05],[4.9710274e-05],[0.],[5.8710575e-05],[0.11813956],[0.00356215],[5.662441e-07],[2.9802322e-08],[2.1755695e-06],[0.08422267],[0.0004023],[3.5732985e-05],[0.],[0.],[2.515316e-05],[0.],[1.758337e-06],[0.02115357],[0.],[2.0861626e-07],[1.6152859e-05],[2.682209e-07],[0.0018611],[0.00419721],[9.518862e-05],[4.827976e-06],[0.03497207],[4.440546e-06],[1.5825033e-05],[0.00226206],[0.02933967],[5.722046e-06],[0.],[0.51608497],[4.172325e-07],[2.0861626e-06],[0.03282824],[4.4703484e-06],[7.537007e-05],[0.00096351],[0.],[0.5849658],[5.662441e-07],[8.940697e-08],[6.556511e-07],[1.1920929e-06],[2.3841858e-07],[0.00063258],[8.940697e-08],[2.9802322e-07],[1.1622906e-06],[0.],[6.4969063e-06],[0.],[0.],[1.9848347e-05],[1.1324883e-06],[2.9802322e-07],[0.00206247]
15,[2.3841858e-07],[0.0007377],[6.4074993e-06],[0.06013024],[2.2351742e-06],[5.3673983e-05],[0.00036407],[0.],[0.00068614],[0.1473284],[0.4156079],[0.],[0.],[1.1026859e-05],[0.24016595],[0.02690947],[0.00034815],[0.],[0.],[0.00012538],[0.],[5.9604645e-08],[0.00010115],[0.],[3.874302e-07],[7.998943e-05],[1.4901161e-06],[2.2411346e-05],[3.5226345e-05],[1.3113022e-06],[2.4229288e-05],[0.54785204],[2.2053719e-05],[2.0861626e-07],[0.29034996],[2.631545e-05],[2.8550625e-05],[0.],[0.00562996],[0.],[1.0430813e-05],[0.3929633],[2.2530556e-05],[0.00075951],[1.3738871e-05],[2.9802322e-08],[0.00334731],[3.0994415e-06],[0.],[0.],[6.1392784e-06],[0.],[0.01671568],[0.],[1.3411045e-06],[5.7816505e-06],[0.],[3.2633543e-05],[0.],[1.4901161e-07],[9.8735094e-05],[5.9604645e-06],[1.5199184e-06],[0.29135638]
16,[0.00030744],[4.6789646e-06],[5.9604645e-08],[5.0216913e-05],[8.940697e-08],[7.1525574e-07],[3.5762787e-06],[1.4901161e-07],[4.142523e-06],[0.00070345],[9.909272e-05],[1.3560057e-05],[4.4703484e-07],[1.4901161e-07],[0.00035971],[2.8729439e-05],[2.5331974e-06],[1.4901161e-07],[1.1920929e-07],[1.7881393e-06],[3.5762787e-07],[4.0769577e-05],[0.15694422],[8.940697e-08],[0.],[1.1026859e-06],[5.9604645e-08],[0.53348786],[0.38852844],[0.00578821],[3.2782555e-07],[0.0004487],[2.9802322e-07],[0.00050625],[0.00016147],[0.19473368],[3.874302e-07],[1.4901161e-07],[0.00448743],[1.0788441e-05],[1.1920929e-07],[0.00121725],[2.682209e-07],[5.3942204e-06],[0.6265697],[0.],[0.00633699],[8.940697e-08],[2.115965e-06],[1.680851e-05],[1.4901161e-07],[5.8710575e-06],[4.5090914e-05],[1.4603138e-06],[0.],[0.],[8.940697e-08],[4.4703484e-07],[1.4901161e-07],[0.],[1.3709068e-06],[1.4901161e-07],[0.],[0.00010201]
17,[0.00313491],[0.],[0.],[2.9802322e-08],[0.],[0.],[0.],[0.01131806],[0.],[5.066395e-07],[8.940697e-08],[0.02144504],[0.06787959],[0.],[2.9802322e-07],[0.],[0.],[0.02238792],[0.01358104],[0.],[0.04659802],[0.00419715],[3.927946e-05],[0.01238358],[0.],[0.],[0.],[6.535649e-05],[5.3703785e-05],[0.00060588],[0.],[3.5762787e-07],[0.],[0.00062892],[1.1920929e-07],[1.4990568e-05],[0.],[0.01042297],[1.7285347e-06],[0.06637383],[0.],[1.1920929e-06],[0.],[0.],[7.6293945e-05],[0.],[4.798174e-06],[0.],[0.3618923],[0.02928495],[0.],[0.1654461],[2.9802322e-08],[0.53321373],[0.],[0.],[0.01123065],[0.],[0.00929129],[0.],[0.],[0.],[0.],[1.4901161e-07]
18,[0.00612462],[0.],[0.],[1.7881393e-07],[0.],[0.],[0.],[0.00082293],[0.],[1.2218952e-06],[1.4901161e-07],[0.18717137],[0.00482246],[0.],[6.2584877e-07],[8.940697e-08],[0.],[0.0016959],[0.00100553],[0.],[0.00372219],[0.01572564],[0.00010929],[0.00092649],[0.],[0.],[0.],[0.00018173],[0.00014937],[0.00168395],[0.],[8.34465e-07],[0.],[0.00139228],[4.172325e-07],[3.322959e-05],[0.],[0.0007638],[3.9041042e-06],[0.5195861],[0.],[3.33786e-06],[0.],[0.],[0.00021222],[0.],[1.3411045e-05],[0.],[0.05676076],[0.21029514],[0.],[0.22467399],[1.7881393e-07],[0.02273622],[0.],[0.],[0.00082543],[0.],[0.00068665],[0.],[0.],[0.],[0.],[2.9802322e-07]
19,[0.00253013],[0.],[0.],[1.1920929e-07],[0.],[0.],[0.],[0.0102475],[0.],[4.172325e-07],[5.9604645e-08],[0.01622134],[0.08682534],[0.],[1.7881393e-07],[0.],[0.],[0.02092621],[0.01249507],[0.],[0.0449917],[0.00315845],[3.2246113e-05],[0.0115371],[0.],[0.],[0.],[5.3703785e-05],[4.4077635e-05],[0.00049803],[0.],[2.682209e-07],[0.],[0.0004729],[2.3841858e-07],[1.129508e-05],[0.],[0.00951695],[1.2814999e-06],[0.05520493],[0.],[1.013279e-06],[0.],[0.],[6.273389e-05],[0.],[4.0233135e-06],[0.],[0.31258598],[0.02240133],[0.],[0.14376947],[2.9802322e-08],[0.4812981],[0.],[0.],[0.01027861],[0.],[0.00856793],[0.],[0.],[0.],[0.],[5.9604645e-08]
20,[0.00134408],[0.],[0.],[8.940697e-08],[0.],[0.],[0.],[0.08788761],[0.],[2.3841858e-07],[0.],[0.00963509],[0.38423157],[0.],[1.1920929e-07],[0.],[0.],[0.161407],[0.10371515],[0.],[0.46793255],[0.00186601],[1.5765429e-05],[0.0953387],[0.],[0.],[0.],[2.6226044e-05],[2.1487474e-05],[0.00024265],[0.],[1.4901161e-07],[0.],[0.00027904],[5.9604645e-08],[6.377697e-06],[0.],[0.08132562],[8.34465e-07],[0.02767125],[0.],[4.7683716e-07],[0.],[0.],[3.0517578e-05],[0.],[1.9073486e-06],[0.],[0.07996672],[0.01193249],[0.],[0.06508458],[5.9604645e-08],[0.10594448],[0.],[0.],[0.08714402],[0.],[0.07306385],[0.],[0.],[0.],[0.],[2.9802322e-08]
21,[0.00048843],[0.],[0.],[0.],[0.],[0.],[0.],[0.46242657],[0.],[8.940697e-08],[0.],[0.00320107],[0.11813131],[0.],[1.1920929e-07],[0.],[0.],[0.329983],[0.5194878],[0.],[0.19350526],[0.00061676],[5.632639e-06],[0.48620933],[0.],[0.],[0.],[9.387732e-06],[7.7188015e-06],[8.714199e-05],[0.],[0.],[0.],[9.214878e-05],[5.9604645e-08],[2.2053719e-06],[0.],[0.3969395],[2.0861626e-07],[0.01010868],[0.],[1.7881393e-07],[0.],[0.],[1.0967255e-05],[0.],[7.4505806e-07],[0.],[0.03016001],[0.00431475],[0.],[0.02437147],[0.],[0.04078692],[0.],[0.],[0.42758587],[0.],[0.2906825],[0.],[0.],[0.],[0.],[0.]
22,[2.0861626e-07],[0.00044066],[3.427267e-06],[0.03680325],[1.1920929e-06],[2.849102e-05],[0.00021741],[0.],[0.0004099],[0.29852164],[0.2744665],[0.],[0.],[5.7816505e-06],[0.4377233],[0.01624742],[0.00020328],[0.],[0.],[6.660819e-05],[0.],[2.9802322e-08],[8.833408e-05],[0.],[2.0861626e-07],[4.2438507e-05],[8.34465e-07],[1.9580126e-05],[3.07858e-05],[1.1324883e-06],[1.2904406e-05],[0.70380765],[1.1712313e-05],[1.4901161e-07],[0.19637164],[6.198883e-05],[1.5169382e-05],[0.],[0.01375324],[0.],[5.4836273e-06],[0.64663684],[1.1950731e-05],[0.0004538],[1.2010336e-05],[2.9802322e-08],[0.00940484],[1.6093254e-06],[0.],[0.],[3.2186508e-06],[0.],[0.01005083],[0.],[7.1525574e-07],[3.0994415e-06],[0.],[1.731515e-05],[0.],[8.940697e-08],[5.2452087e-05],[3.1888485e-06],[7.1525574e-07],[0.19714272]
23,[0.],[0.0532127],[3.0577183e-05],[0.723273],[6.556511e-06],[0.00074449],[0.02697465],[0.],[0.04967868],[0.00042561],[0.10928565],[0.],[0.],[4.810095e-05],[0.00078705],[0.6779793],[0.02140683],[0.],[0.],[0.00642857],[0.],[0.],[2.2947788e-06],[0.],[1.1920929e-06],[0.00133774],[4.440546e-06],[5.066395e-07],[7.748604e-07],[8.940697e-08],[0.00033084],[0.00338143],[0.00019866],[0.],[0.1788981],[5.066395e-07],[0.00036001],[0.],[1.4066696e-05],[0.],[4.9561262e-05],[0.00207284],[0.00021118],[0.05470377],[2.682209e-07],[1.1920929e-07],[1.0788441e-05],[9.179115e-06],[0.],[0.],[1.9937754e-05],[0.],[0.5641313],[0.],[4.082918e-06],[2.2172928e-05],[0.],[0.00068769],[0.],[4.4703484e-07],[0.00455225],[1.9669533e-05],[4.3809414e-06],[0.23035032]
24,[0.],[0.00049731],[0.6075291],[7.748604e-07],[0.1051532],[0.20631781],[0.00137195],[0.],[0.00058797],[8.940697e-08],[1.1920929e-07],[0.],[0.],[0.70868325],[0.],[2.115965e-06],[0.00182122],[0.],[0.],[0.01170355],[0.],[0.],[0.],[0.],[0.0038175],[0.0908069],[0.03509957],[0.],[0.],[0.],[0.5366454],[2.9802322e-08],[0.6902449],[0.],[3.2782555e-07],[0.],[0.48360747],[0.],[0.],[0.],[0.71523666],[2.0861626e-07],[0.67160606],[0.00043863],[0.],[7.4893236e-05],[0.],[0.20989165],[0.],[0.],[0.50159127],[0.],[3.1888485e-06],[0.],[0.0619233],[0.5289462],[0.],[0.28780323],[0.],[0.0003424],[0.02047622],[0.49962008],[0.06872103],[2.0861626e-07]
25,[0.],[0.4626656],[0.00981745],[0.00095156],[0.00075209],[0.19459146],[0.7039167],[0.],[0.50448173],[4.172325e-07],[3.4481287e-05],[0.],[0.],[0.01534247],[3.2782555e-07],[0.00369981],[0.74690115],[0.],[0.],[0.67723966],[0.],[0.],[2.9802322e-08],[0.],[2.4497509e-05],[0.3028422],[0.00023293],[0.],[5.9604645e-08],[0.],[0.09691903],[9.23872e-07],[0.06053287],[0.],[4.9352646e-05],[0.],[0.10458937],[0.],[5.9604645e-08],[0.],[0.01583278],[3.3080578e-06],[0.06411147],[0.43161967],[0.],[1.5199184e-06],[2.682209e-07],[0.00169858],[0.],[0.],[0.00640473],[0.],[0.00470945],[0.],[0.00042263],[0.00714087],[0.],[0.182448],[0.],[5.3346157e-06],[0.5972635],[0.00635469],[0.00047243],[6.780028e-05]
26,[0.],[0.65975636],[0.0034861],[0.00214034],[0.00026551],[0.07854941],[0.6988742],[0.],[0.6940419],[2.7418137e-06],[7.766485e-05],[0.],[0.],[0.00546753],[2.4437904e-06],[0.00829354],[0.7083688],[0.],[0.],[0.42539656],[0.],[0.],[2.682209e-07],[0.],[2.4527311e-05],[0.13289818],[9.062886e-05],[0.],[1.7881393e-07],[0.],[0.03648418],[6.1392784e-06],[0.02222854],[0.],[0.00011113],[8.940697e-08],[0.0395813],[0.],[7.1525574e-07],[0.],[0.00564411],[2.0831823e-05],[0.02359957],[0.63101625],[2.9802322e-08],[2.6524067e-06],[1.3709068e-06],[0.00059998],[0.],[0.],[0.00226918],[0.],[0.0105435],[0.],[0.00014922],[0.00253117],[0.],[0.07299125],[0.],[9.357929e-06],[0.34350878],[0.00225136],[0.00016677],[0.00015259]
27,[1.8179417e-06],[0.0001891],[3.606081e-06],[0.00629854],[1.2814999e-06],[3.0845404e-05],[0.00014213],[0.],[0.00016782],[0.6648197],[0.06582144],[5.9604645e-08],[0.],[6.3180923e-06],[0.6444638],[0.00273225],[0.00010213],[0.],[0.],[7.215142e-05],[0.],[2.0861626e-07],[0.00076717],[0.],[2.0861626e-07],[4.5984983e-05],[8.6426735e-07],[0.00017038],[0.00026724],[1.0311604e-05],[1.3917685e-05],[0.4166581],[1.2665987e-05],[1.6391277e-06],[0.03895637],[0.00046453],[1.642108e-05],[0.],[0.11193231],[8.940697e-08],[6.0498714e-06],[0.4008352],[1.2934208e-05],[0.00021544],[0.00010422],[5.9604645e-08],[0.06645083],[1.7881393e-06],[0.],[8.940697e-08],[3.4868717e-06],[1.1920929e-07],[0.00180683],[0.],[7.748604e-07],[3.3080578e-06],[0.],[1.8715858e-05],[0.],[1.1920929e-07],[5.6803226e-05],[3.4570694e-06],[8.940697e-07],[0.03913954]
28,[1.4901161e-07],[0.00509921],[2.041459e-05],[0.30756927],[7.212162e-06],[0.00017101],[0.00252166],[0.],[0.00474459],[0.00818047],[0.6849837],[0.],[0.],[3.5196543e-05],[0.01733464],[0.1610713],[0.00241286],[0.],[0.],[0.00058973],[0.],[0.],[4.1246414e-05],[0.],[1.2218952e-06],[0.00025478],[4.827976e-06],[9.179115e-06],[1.4424324e-05],[4.4703484e-07],[7.727742e-05],[0.05431905],[7.033348e-05],[1.1920929e-07],[0.6646152],[1.0758638e-05],[9.098649e-05],[0.],[0.00028035],[0.],[3.3289194e-05],[0.02977383],[7.1913004e-05],[0.00524965],[5.6028366e-06],[1.4901161e-07],[0.00017864],[1.0102987e-05],[0.],[0.],[1.9520521e-05],[0.],[0.10556796],[0.],[4.4703484e-06],[1.859665e-05],[0.],[0.00010404],[0.],[4.4703484e-07],[0.00041685],[1.9103289e-05],[4.917383e-06],[0.6806539]
29,[0.00123107],[0.],[0.],[2.9802322e-08],[0.],[0.],[0.],[0.05079585],[0.],[2.0861626e-07],[2.9802322e-08],[0.00781465],[0.45762178],[0.],[1.1920929e-07],[0.],[0.],[0.10359091],[0.06138545],[0.],[0.3547733],[0.00151116],[1.5169382e-05],[0.05686527],[0.],[0.],[0.],[2.5302172e-05],[2.092123e-05],[0.00023463],[0.],[1.1920929e-07],[0.],[0.00022593],[8.940697e-08],[5.3942204e-06],[0.],[0.04731277],[5.662441e-07],[0.0267801],[0.],[4.4703484e-07],[0.],[0.],[2.9534101e-05],[0.],[1.847744e-06],[0.],[0.07121724],[0.010827],[0.],[0.06306669],[0.],[0.100279],[0.],[0.],[0.05094424],[0.],[0.0427382],[0.],[0.],[0.],[0.],[0.]
30,[0.],[0.00812247],[0.17090988],[9.089708e-06],[0.01540765],[0.7264957],[0.02211085],[0.],[0.00958982],[0.],[5.066395e-07],[0.],[0.],[0.24469057],[0.],[3.5375357e-05],[0.02915215],[0.],[0.],[0.16310647],[0.],[0.],[0.],[0.],[0.00051007],[0.62174916],[0.00482088],[0.],[0.],[0.],[0.6905304],[1.7881393e-07],[0.5725862],[0.],[1.6391277e-06],[0.],[0.7083319],[0.],[0.],[0.],[0.25064504],[6.2584877e-07],[0.5875058],[0.00717047],[0.],[1.001358e-05],[0.],[0.03416774],[0.],[0.],[0.11818147],[0.],[4.5090914e-05],[0.],[0.00871405],[0.13008401],[0.],[0.7395158],[0.],[4.5627356e-05],[0.2559741],[0.11736214],[0.00973126],[9.23872e-07]
